click_date,mda_idx,total_conv,extreme_cnt,fraud_loss
2025-07-27,54,64,4,600
2025-07-27,56,13,0,0
2025-07-27,58,2484,2002,349400
2025-07-27,246,17,0,0
2025-07-27,270,433,127,11587
2025-07-27,281,11,0,0
2025-07-27,291,31,1,12
2025-07-27,294,27,27,11570
2025-07-27,303,343,0,0
2025-07-27,324,216,0,0
2025-07-27,337,3,0,0
2025-07-27,340,307,0,0
2025-07-27,341,209,0,0
2025-07-27,342,713,10,2400
2025-07-27,343,602,0,0
2025-07-27,344,204,0,0
2025-07-27,356,2,0,0
2025-07-27,371,878,629,6554
2025-07-27,375,1,0,0
2025-07-27,384,342,248,42160
2025-07-27,385,3,1,800
2025-07-27,389,4,0,0
2025-07-27,397,19,0,0
2025-07-27,398,135,9,1470
2025-07-27,458,32,8,1440
2025-07-27,482,3,0,0
2025-07-27,492,10,10,126
2025-07-27,496,740,7,900
2025-07-27,539,188,69,11040
2025-07-27,540,6,0,0
2025-07-27,562,256,256,15978
2025-07-27,563,15161,15161,386501
2025-07-27,564,1,0,0
2025-07-27,568,1,0,0
2025-07-27,578,125,0,0
2025-07-27,579,165,0,0
2025-07-27,582,144,0,0
2025-07-27,583,13,0,0
2025-07-27,621,76,0,0
2025-07-27,634,148,136,1583
2025-07-27,637,177,0,0
2025-07-27,638,48,0,0
2025-07-27,639,42,0,0
2025-07-27,643,3,0,0
2025-07-27,645,16,0,0
2025-07-27,646,21,0,0
2025-07-27,655,2,0,0
2025-07-27,667,79,2,240
2025-07-27,674,76,0,0
2025-07-27,675,55,0,0
2025-07-27,676,13,0,0
2025-07-27,677,12,0,0
2025-07-27,678,3,0,0
2025-07-27,682,40,0,0
2025-07-27,683,75,0,0
2025-07-27,684,20,0,0
2025-07-27,685,9,0,0
2025-07-27,687,61,0,0
2025-07-27,688,115,0,0
2025-07-27,700,82,0,0
2025-07-27,701,145,0,0
2025-07-27,702,121,0,0
2025-07-27,703,92,0,0
2025-07-27,714,1,0,0
2025-07-27,725,10,0,0
2025-07-27,739,186,0,0
2025-07-27,740,73,0,0
2025-07-27,756,7,0,0
2025-07-27,757,1,0,0
2025-07-27,758,10,0,0
2025-07-27,760,13,0,0
2025-07-27,761,457,457,44400
2025-07-27,790,26,1,120
2025-07-27,794,158,0,0
2025-07-27,795,194,0,0
2025-07-27,796,12,0,0
2025-07-27,797,9,0,0
2025-07-27,798,148,0,0
2025-07-27,799,150,0,0
2025-07-27,801,346,0,0
2025-07-27,804,60,0,0
2025-07-27,805,60,0,0
2025-07-27,806,72,0,0
2025-07-27,807,127,0,0
2025-07-27,808,136,0,0
2025-07-27,812,7,0,0
2025-07-27,817,8,0,0
2025-07-27,818,1,0,0
2025-07-27,824,190,0,0
2025-07-27,845,213,0,0
2025-07-27,850,239,0,0
2025-07-27,851,220,0,0
2025-07-27,854,11,1,14
2025-07-27,978,2,0,0
2025-07-27,980,1654,598,1470169
2025-07-27,990,82,0,0
2025-07-27,994,4,0,0
2025-07-27,997,85,0,0
2025-07-27,1010,21,0,0
2025-07-27,1012,36,0,0
2025-07-27,1013,38,0,0
2025-07-27,1014,8,0,0
2025-07-27,1015,7,0,0
2025-07-27,1016,20,0,0
2025-07-27,1019,4,0,0
2025-07-27,1020,398,0,0
2025-07-27,1021,229,0,0
2025-07-27,1022,241,0,0
2025-07-27,1025,46,0,0
2025-07-27,1026,12,0,0
2025-07-27,1027,26,0,0
2025-07-27,1031,17,0,0
2025-07-27,1032,4,0,0
2025-07-27,1033,1,0,0
2025-07-27,1034,1,0,0
2025-07-27,1045,70,0,0
2025-07-27,1046,221,0,0
2025-07-27,1047,180,0,0
2025-07-27,1048,52,0,0
2025-07-28,12,1888,33,4320
2025-07-28,14,61,0,0
2025-07-28,18,4,0,0
2025-07-28,22,2050,67,54720
2025-07-28,54,71,4,540
2025-07-28,56,8,0,0
2025-07-28,58,21,1,1300
2025-07-28,246,15,0,0
2025-07-28,270,946,97,9647
2025-07-28,281,8,0,0
2025-07-28,290,4,0,0
2025-07-28,294,27,27,17290
2025-07-28,303,409,0,0
2025-07-28,324,272,0,0
2025-07-28,337,20,1,120
2025-07-28,340,276,0,0
2025-07-28,341,288,0,0
2025-07-28,342,29,0,0
2025-07-28,343,31,0,0
2025-07-28,344,7,0,0
2025-07-28,356,2,0,0
2025-07-28,371,859,540,5673
2025-07-28,375,1,0,0
2025-07-28,384,373,293,49810
2025-07-28,385,1,0,0
2025-07-28,389,8,0,0
2025-07-28,397,15,0,0
2025-07-28,398,34,0,0
2025-07-28,442,2,0,0
2025-07-28,458,32,6,1080
2025-07-28,492,41,41,477
2025-07-28,496,706,2,240
2025-07-28,539,90,0,0
2025-07-28,540,9,0,0
2025-07-28,562,198,198,8560
2025-07-28,563,13885,13885,355669
2025-07-28,568,5,0,0
2025-07-28,578,288,0,0
2025-07-28,579,242,0,0
2025-07-28,582,162,0,0
2025-07-28,583,7,0,0
2025-07-28,621,242,0,0
2025-07-28,634,115,108,1270
2025-07-28,637,460,0,0
2025-07-28,638,59,0,0
2025-07-28,639,85,0,0
2025-07-28,643,9,0,0
2025-07-28,645,12,0,0
2025-07-28,646,61,0,0
2025-07-28,654,1,0,0
2025-07-28,655,3,0,0
2025-07-28,667,84,3,360
2025-07-28,674,142,0,0
2025-07-28,675,108,0,0
2025-07-28,676,19,0,0
2025-07-28,677,15,0,0
2025-07-28,678,55,0,0
2025-07-28,682,103,0,0
2025-07-28,683,146,0,0
2025-07-28,684,20,0,0
2025-07-28,685,14,0,0
2025-07-28,687,88,0,0
2025-07-28,688,223,0,0
2025-07-28,700,256,0,0
2025-07-28,701,527,0,0
2025-07-28,702,208,0,0
2025-07-28,703,118,0,0
2025-07-28,714,2,0,0
2025-07-28,725,19,0,0
2025-07-28,739,201,0,0
2025-07-28,740,98,0,0
2025-07-28,756,67,0,0
2025-07-28,757,28,0,0
2025-07-28,758,12,0,0
2025-07-28,760,15,0,0
2025-07-28,761,366,366,38680
2025-07-28,772,1,0,0
2025-07-28,790,31,0,0
2025-07-28,792,1,0,0
2025-07-28,794,236,0,0
2025-07-28,795,246,0,0
2025-07-28,796,12,0,0
2025-07-28,797,15,0,0
2025-07-28,798,131,0,0
2025-07-28,799,121,0,0
2025-07-28,801,276,0,0
2025-07-28,804,80,0,0
2025-07-28,805,277,0,0
2025-07-28,806,184,0,0
2025-07-28,807,202,0,0
2025-07-28,808,144,0,0
2025-07-28,812,16,0,0
2025-07-28,817,12,0,0
2025-07-28,818,2,0,0
2025-07-28,824,257,0,0
2025-07-28,845,238,0,0
2025-07-28,850,220,0,0
2025-07-28,851,231,0,0
2025-07-28,854,2,0,0
2025-07-28,978,1,0,0
2025-07-28,980,139,4,3700
2025-07-28,990,40,0,0
2025-07-28,994,5,0,0
2025-07-28,997,90,0,0
2025-07-28,1010,41,0,0
2025-07-28,1012,28,0,0
2025-07-28,1013,52,0,0
2025-07-28,1014,9,0,0
2025-07-28,1015,11,0,0
2025-07-28,1016,35,0,0
2025-07-28,1019,1,0,0
2025-07-28,1020,393,0,0
2025-07-28,1021,180,0,0
2025-07-28,1022,176,0,0
2025-07-28,1025,37,0,0
2025-07-28,1026,17,0,0
2025-07-28,1027,27,0,0
2025-07-28,1028,1,0,0
2025-07-28,1030,1,0,0
2025-07-28,1031,12,0,0
2025-07-28,1032,4,0,0
2025-07-28,1033,2,0,0
2025-07-28,1034,1,0,0
2025-07-28,1035,1,0,0
2025-07-28,1036,3,0,0
2025-07-28,1045,161,0,0
2025-07-28,1046,266,0,0
2025-07-28,1047,264,0,0
2025-07-28,1048,110,0,0
2025-07-29,12,408,25,3660
2025-07-29,14,247,13,2130
2025-07-29,18,1,0,0
2025-07-29,22,1271,49,34140
2025-07-29,30,5,0,0
2025-07-29,54,52,0,0
2025-07-29,56,7,0,0
2025-07-29,58,26,0,0
2025-07-29,246,27,0,0
2025-07-29,270,477,40,668
2025-07-29,281,3,0,0
2025-07-29,290,1,0,0
2025-07-29,294,23,23,10520
2025-07-29,303,181,0,0
2025-07-29,324,231,0,0
2025-07-29,337,8,0,0
2025-07-29,340,124,0,0
2025-07-29,341,239,0,0
2025-07-29,342,18,0,0
2025-07-29,343,14,0,0
2025-07-29,344,2,0,0
2025-07-29,356,6,0,0
2025-07-29,371,766,510,5490
2025-07-29,375,8,0,0
2025-07-29,384,650,496,84320
2025-07-29,385,1,0,0
2025-07-29,389,9,0,0
2025-07-29,396,1,0,0
2025-07-29,397,10,0,0
2025-07-29,398,31,2,360
2025-07-29,458,27,5,840
2025-07-29,482,4,0,0
2025-07-29,492,16,16,161
2025-07-29,496,588,8,1020
2025-07-29,539,42,0,0
2025-07-29,540,50,1,160
2025-07-29,562,484,484,17612
2025-07-29,563,9146,9146,280008
2025-07-29,568,10,0,0
2025-07-29,578,120,0,0
2025-07-29,579,136,0,0
2025-07-29,582,90,0,0
2025-07-29,583,19,0,0
2025-07-29,621,178,0,0
2025-07-29,630,1,0,0
2025-07-29,634,82,82,963
2025-07-29,637,184,0,0
2025-07-29,638,47,0,0
2025-07-29,639,51,0,0
2025-07-29,643,6,0,0
2025-07-29,645,5,0,0
2025-07-29,646,14,0,0
2025-07-29,654,1,0,0
2025-07-29,655,1,0,0
2025-07-29,667,105,1,120
2025-07-29,674,39,0,0
2025-07-29,675,53,0,0
2025-07-29,676,13,0,0
2025-07-29,677,6,0,0
2025-07-29,678,71,0,0
2025-07-29,682,55,0,0
2025-07-29,683,92,0,0
2025-07-29,684,18,0,0
2025-07-29,685,10,0,0
2025-07-29,687,57,0,0
2025-07-29,688,97,0,0
2025-07-29,700,112,0,0
2025-07-29,701,224,0,0
2025-07-29,702,179,0,0
2025-07-29,703,92,0,0
2025-07-29,711,3,0,0
2025-07-29,725,8,0,0
2025-07-29,739,163,0,0
2025-07-29,740,93,0,0
2025-07-29,756,71,0,0
2025-07-29,757,33,0,0
2025-07-29,758,13,0,0
2025-07-29,760,13,0,0
2025-07-29,761,343,343,39490
2025-07-29,772,3,0,0
2025-07-29,785,1,0,0
2025-07-29,790,39,0,0
2025-07-29,794,93,0,0
2025-07-29,795,151,0,0
2025-07-29,796,7,0,0
2025-07-29,797,13,0,0
2025-07-29,798,68,0,0
2025-07-29,799,67,0,0
2025-07-29,801,225,0,0
2025-07-29,804,50,0,0
2025-07-29,805,169,0,0
2025-07-29,806,81,0,0
2025-07-29,807,72,0,0
2025-07-29,808,64,0,0
2025-07-29,812,4,0,0
2025-07-29,817,14,0,0
2025-07-29,818,2,0,0
2025-07-29,824,151,0,0
2025-07-29,845,119,0,0
2025-07-29,850,218,0,0
2025-07-29,851,172,0,0
2025-07-29,854,2,0,0
2025-07-29,978,1,0,0
2025-07-29,980,77,2,200
2025-07-29,990,56,0,0
2025-07-29,994,3,0,0
2025-07-29,997,46,0,0
2025-07-29,1010,34,0,0
2025-07-29,1012,22,0,0
2025-07-29,1013,37,0,0
2025-07-29,1014,3,0,0
2025-07-29,1015,3,0,0
2025-07-29,1016,20,0,0
2025-07-29,1019,3,0,0
2025-07-29,1020,296,0,0
2025-07-29,1021,152,0,0
2025-07-29,1022,154,0,0
2025-07-29,1025,41,0,0
2025-07-29,1026,14,0,0
2025-07-29,1027,21,0,0
2025-07-29,1029,1,0,0
2025-07-29,1031,1,0,0
2025-07-29,1032,3,0,0
2025-07-29,1045,104,0,0
2025-07-29,1046,171,0,0
2025-07-29,1047,137,0,0
2025-07-29,1048,65,0,0
2025-07-30,12,377,44,6300
2025-07-30,14,102,9,1350
2025-07-30,18,3,0,0
2025-07-30,22,1189,41,36870
2025-07-30,54,44,1,180
2025-07-30,56,11,0,0
2025-07-30,58,24,0,0
2025-07-30,246,15,0,0
2025-07-30,270,1345,101,2364
2025-07-30,281,6,0,0
2025-07-30,290,3,0,0
2025-07-30,294,25,25,10490
2025-07-30,303,201,0,0
2025-07-30,324,310,0,0
2025-07-30,337,4,1,30
2025-07-30,340,266,0,0
2025-07-30,341,335,0,0
2025-07-30,343,3,0,0
2025-07-30,344,3,0,0
2025-07-30,371,652,419,4478
2025-07-30,375,5,0,0
2025-07-30,384,1113,870,147900
2025-07-30,385,49,2,340
2025-07-30,389,11,0,0
2025-07-30,398,42,5,900
2025-07-30,442,3,0,0
2025-07-30,458,36,12,1980
2025-07-30,480,4,0,0
2025-07-30,482,5,0,0
2025-07-30,492,7,7,70
2025-07-30,496,415,1,120
2025-07-30,539,49,0,0
2025-07-30,540,52,1,160
2025-07-30,562,264,264,10692
2025-07-30,563,7133,7133,169956
2025-07-30,564,3,0,0
2025-07-30,568,2,0,0
2025-07-30,578,117,0,0
2025-07-30,579,221,0,0
2025-07-30,582,109,0,0
2025-07-30,583,14,0,0
2025-07-30,621,325,0,0
2025-07-30,634,102,100,1169
2025-07-30,637,309,0,0
2025-07-30,638,88,0,0
2025-07-30,639,84,0,0
2025-07-30,643,5,0,0
2025-07-30,645,20,0,0
2025-07-30,646,85,0,0
2025-07-30,651,1,0,0
2025-07-30,654,1,0,0
2025-07-30,655,4,0,0
2025-07-30,667,876,6,720
2025-07-30,674,122,0,0
2025-07-30,675,98,0,0
2025-07-30,676,10,0,0
2025-07-30,677,9,0,0
2025-07-30,678,64,0,0
2025-07-30,682,92,0,0
2025-07-30,683,136,0,0
2025-07-30,684,10,0,0
2025-07-30,685,11,0,0
2025-07-30,686,4,0,0
2025-07-30,687,83,0,0
2025-07-30,688,156,0,0
2025-07-30,700,242,0,0
2025-07-30,701,258,0,0
2025-07-30,702,220,0,0
2025-07-30,703,108,0,0
2025-07-30,711,14,0,0
2025-07-30,714,1,0,0
2025-07-30,725,10,0,0
2025-07-30,739,193,0,0
2025-07-30,740,86,0,0
2025-07-30,756,72,0,0
2025-07-30,757,41,0,0
2025-07-30,758,5,0,0
2025-07-30,760,9,0,0
2025-07-30,761,378,378,26640
2025-07-30,772,10,0,0
2025-07-30,785,1,0,0
2025-07-30,790,31,0,0
2025-07-30,794,161,0,0
2025-07-30,795,145,0,0
2025-07-30,796,13,0,0
2025-07-30,797,10,0,0
2025-07-30,798,125,0,0
2025-07-30,799,127,0,0
2025-07-30,801,210,0,0
2025-07-30,804,84,0,0
2025-07-30,805,240,0,0
2025-07-30,806,122,0,0
2025-07-30,807,99,0,0
2025-07-30,808,103,0,0
2025-07-30,812,2,0,0
2025-07-30,817,10,0,0
2025-07-30,818,2,0,0
2025-07-30,824,211,0,0
2025-07-30,845,185,0,0
2025-07-30,850,203,0,0
2025-07-30,851,225,0,0
2025-07-30,854,4,0,0
2025-07-30,978,1,0,0
2025-07-30,980,61,4,400
2025-07-30,990,9,0,0
2025-07-30,997,11,0,0
2025-07-30,1010,20,0,0
2025-07-30,1012,6,0,0
2025-07-30,1013,27,0,0
2025-07-30,1014,2,0,0
2025-07-30,1015,2,0,0
2025-07-30,1016,2,0,0
2025-07-30,1019,3,0,0
2025-07-30,1020,315,0,0
2025-07-30,1021,235,0,0
2025-07-30,1022,222,0,0
2025-07-30,1024,1,0,0
2025-07-30,1025,34,0,0
2025-07-30,1026,16,0,0
2025-07-30,1027,24,0,0
2025-07-30,1031,18,0,0
2025-07-30,1032,4,0,0
2025-07-30,1035,1,0,0
2025-07-30,1045,71,0,0
2025-07-30,1046,149,0,0
2025-07-30,1047,146,0,0
2025-07-30,1048,77,0,0
2025-07-31,12,480,26,3300
2025-07-31,14,257,18,2700
2025-07-31,18,3,0,0
2025-07-31,22,1229,64,51330
2025-07-31,30,2,1,160
2025-07-31,54,36,0,0
2025-07-31,56,939,318,66900
2025-07-31,58,20,0,0
2025-07-31,246,19,0,0
2025-07-31,270,337,37,1206
2025-07-31,281,1,0,0
2025-07-31,290,4,0,0
2025-07-31,291,4,0,0
2025-07-31,294,13,13,3880
2025-07-31,303,297,0,0
2025-07-31,324,315,0,0
2025-07-31,337,2,0,0
2025-07-31,340,343,0,0
2025-07-31,341,497,0,0
2025-07-31,342,763,1,240
2025-07-31,343,2118,0,0
2025-07-31,344,322,0,0
2025-07-31,371,614,408,4250
2025-07-31,375,3,0,0
2025-07-31,384,107,79,13430
2025-07-31,385,51,0,0
2025-07-31,389,12,0,0
2025-07-31,397,927,0,0
2025-07-31,398,47,2,370
2025-07-31,442,1,0,0
2025-07-31,458,33,7,1200
2025-07-31,482,2,0,0
2025-07-31,492,31,30,308
2025-07-31,496,254,3,360
2025-07-31,539,164,0,0
2025-07-31,540,148,0,0
2025-07-31,562,224,224,15076
2025-07-31,563,7195,7195,381446
2025-07-31,578,166,0,0
2025-07-31,579,261,0,0
2025-07-31,582,111,0,0
2025-07-31,583,9,0,0
2025-07-31,621,361,0,0
2025-07-31,630,4,0,0
2025-07-31,634,106,104,1289
2025-07-31,637,260,0,0
2025-07-31,638,124,0,0
2025-07-31,639,81,0,0
2025-07-31,643,12,1,120
2025-07-31,645,4,0,0
2025-07-31,646,165,0,0
2025-07-31,655,9,1,120
2025-07-31,667,570,2,240
2025-07-31,674,206,0,0
2025-07-31,675,122,0,0
2025-07-31,676,129,0,0
2025-07-31,677,68,0,0
2025-07-31,678,286,0,0
2025-07-31,682,111,0,0
2025-07-31,683,145,0,0
2025-07-31,684,103,0,0
2025-07-31,685,102,0,0
2025-07-31,687,113,0,0
2025-07-31,688,170,0,0
2025-07-31,700,250,0,0
2025-07-31,701,394,0,0
2025-07-31,702,193,0,0
2025-07-31,703,97,0,0
2025-07-31,711,9,0,0
2025-07-31,725,78,0,0
2025-07-31,739,201,0,0
2025-07-31,740,92,0,0
2025-07-31,756,298,0,0
2025-07-31,757,168,0,0
2025-07-31,758,63,0,0
2025-07-31,760,79,0,0
2025-07-31,761,580,580,59750
2025-07-31,766,1,0,0
2025-07-31,772,4,2,260
2025-07-31,790,24,0,0
2025-07-31,794,193,0,0
2025-07-31,795,171,0,0
2025-07-31,796,64,0,0
2025-07-31,797,45,0,0
2025-07-31,798,157,0,0
2025-07-31,799,166,0,0
2025-07-31,801,310,0,0
2025-07-31,804,85,0,0
2025-07-31,805,298,0,0
2025-07-31,806,206,0,0
2025-07-31,807,143,0,0
2025-07-31,808,159,0,0
2025-07-31,812,1,0,0
2025-07-31,817,31,0,0
2025-07-31,818,4,0,0
2025-07-31,824,235,0,0
2025-07-31,845,208,0,0
2025-07-31,850,221,0,0
2025-07-31,851,183,0,0
2025-07-31,854,4,0,0
2025-07-31,978,1,0,0
2025-07-31,980,79,0,0
2025-07-31,990,19,0,0
2025-07-31,994,1,0,0
2025-07-31,997,44,0,0
2025-07-31,1010,55,0,0
2025-07-31,1012,4,0,0
2025-07-31,1013,81,0,0
2025-07-31,1014,9,0,0
2025-07-31,1015,2,0,0
2025-07-31,1016,16,0,0
2025-07-31,1019,18,0,0
2025-07-31,1020,342,0,0
2025-07-31,1021,224,0,0
2025-07-31,1022,237,0,0
2025-07-31,1024,1,0,0
2025-07-31,1025,59,0,0
2025-07-31,1026,41,0,0
2025-07-31,1027,22,0,0
2025-07-31,1028,3,0,0
2025-07-31,1029,3,0,0
2025-07-31,1031,18,0,0
2025-07-31,1032,33,0,0
2025-07-31,1033,3,0,0
2025-07-31,1034,2,0,0
2025-07-31,1035,2,0,0
2025-07-31,1045,162,0,0
2025-07-31,1046,217,0,0
2025-07-31,1047,227,0,0
2025-07-31,1048,38,0,0
2025-08-01,12,323,12,1440
2025-08-01,14,304,35,5000
2025-08-01,18,3,0,0
2025-08-01,22,1255,74,39300
2025-08-01,30,4,0,0
2025-08-01,54,48,0,0
2025-08-01,56,983,257,54350
2025-08-01,58,14,0,0
2025-08-01,246,20,6,720
2025-08-01,270,1419,85,877
2025-08-01,281,3,0,0
2025-08-01,294,20,20,8620
2025-08-01,303,74,0,0
2025-08-01,324,40,0,0
2025-08-01,340,85,0,0
2025-08-01,341,74,0,0
2025-08-01,342,2238,3,720
2025-08-01,343,2952,0,0
2025-08-01,344,387,0,0
2025-08-01,371,532,297,3078
2025-08-01,375,5,0,0
2025-08-01,384,573,484,82280
2025-08-01,385,46,0,0
2025-08-01,389,4,0,0
2025-08-01,397,1030,0,0
2025-08-01,398,3,0,0
2025-08-01,442,1,0,0
2025-08-01,482,5,0,0
2025-08-01,492,9,9,100
2025-08-01,496,241,2,280
2025-08-01,539,8,0,0
2025-08-01,540,83,2,320
2025-08-01,562,163,163,11832
2025-08-01,563,5545,5545,367266
2025-08-01,564,1,0,0
2025-08-01,578,78,0,0
2025-08-01,579,139,0,0
2025-08-01,582,61,0,0
2025-08-01,583,16,0,0
2025-08-01,621,71,0,0
2025-08-01,630,1,0,0
2025-08-01,634,122,119,1426
2025-08-01,637,60,0,0
2025-08-01,638,25,0,0
2025-08-01,639,21,0,0
2025-08-01,643,17,1,120
2025-08-01,645,6,0,0
2025-08-01,646,9,0,0
2025-08-01,651,2,0,0
2025-08-01,654,5,0,0
2025-08-01,655,8,0,0
2025-08-01,667,506,5,660
2025-08-01,674,55,0,0
2025-08-01,675,31,0,0
2025-08-01,676,81,0,0
2025-08-01,677,66,0,0
2025-08-01,678,192,0,0
2025-08-01,682,41,0,0
2025-08-01,683,55,0,0
2025-08-01,684,82,0,0
2025-08-01,685,102,0,0
2025-08-01,687,42,0,0
2025-08-01,688,53,0,0
2025-08-01,700,33,0,0
2025-08-01,701,248,0,0
2025-08-01,702,70,0,0
2025-08-01,703,51,0,0
2025-08-01,714,1,0,0
2025-08-01,725,45,0,0
2025-08-01,739,82,0,0
2025-08-01,740,40,0,0
2025-08-01,756,219,0,0
2025-08-01,757,177,0,0
2025-08-01,758,68,0,0
2025-08-01,760,88,0,0
2025-08-01,761,507,507,52858
2025-08-01,790,25,0,0
2025-08-01,794,53,0,0
2025-08-01,795,112,0,0
2025-08-01,796,75,0,0
2025-08-01,797,86,0,0
2025-08-01,798,53,0,0
2025-08-01,799,54,0,0
2025-08-01,801,66,0,0
2025-08-01,804,60,0,0
2025-08-01,805,121,0,0
2025-08-01,806,9,0,0
2025-08-01,807,174,0,0
2025-08-01,808,220,0,0
2025-08-01,817,9,0,0
2025-08-01,818,3,0,0
2025-08-01,824,67,0,0
2025-08-01,845,108,0,0
2025-08-01,850,112,0,0
2025-08-01,851,103,0,0
2025-08-01,854,7,0,0
2025-08-01,978,3,0,0
2025-08-01,980,83,1,100
2025-08-01,997,1,0,0
2025-08-01,1020,149,0,0
2025-08-01,1021,90,0,0
2025-08-01,1022,92,0,0
2025-08-01,1045,44,0,0
2025-08-01,1046,58,0,0
2025-08-01,1047,57,0,0
2025-08-01,1048,57,0,0
2025-08-02,12,483,12,1560
2025-08-02,14,285,22,3210
2025-08-02,18,6,0,0
2025-08-02,22,1484,48,48060
2025-08-02,26,11,0,0
2025-08-02,30,1,0,0
2025-08-02,54,21,0,0
2025-08-02,56,503,62,12520
2025-08-02,58,26,0,0
2025-08-02,246,17,0,0
2025-08-02,270,363,72,4539
2025-08-02,281,2,0,0
2025-08-02,294,13,13,2800
2025-08-02,303,91,0,0
2025-08-02,324,63,0,0
2025-08-02,337,3,0,0
2025-08-02,340,120,0,0
2025-08-02,341,77,0,0
2025-08-02,342,1686,2,480
2025-08-02,343,3244,0,0
2025-08-02,344,296,0,0
2025-08-02,356,12,0,0
2025-08-02,371,349,227,2306
2025-08-02,375,4,0,0
2025-08-02,385,55,2,340
2025-08-02,389,12,0,0
2025-08-02,397,803,0,0
2025-08-02,398,5,0,0
2025-08-02,482,3,0,0
2025-08-02,492,29,24,240
2025-08-02,496,254,3,600
2025-08-02,539,4,0,0
2025-08-02,540,84,1,160
2025-08-02,562,154,154,6700
2025-08-02,563,4830,4830,323354
2025-08-02,568,1,0,0
2025-08-02,578,39,0,0
2025-08-02,579,84,0,0
2025-08-02,582,94,0,0
2025-08-02,583,10,0,0
2025-08-02,621,96,0,0
2025-08-02,634,116,110,1318
2025-08-02,637,39,0,0
2025-08-02,638,14,0,0
